0,0,0.198825772,1.400269198,0,0,0.199070632,0.343290254,0.199070632,0.877965869
0,0,0.300105035,1.180133891,0,0,0.297583643,0.562419434,0.299442379,0.765996773
0,0,0.399468891,0.896143889,0,0,0.39795539,0.756938034,0.399814126,0.573490765
0,0,0.500814777,0.789533963,0,0,0.500185874,0.875391915,0.500185874,0.385459029
0,0,0.600288977,0.693570372,0,0,0.596840149,0.95134644,0.600557621,0.206375839
0,0,0.699773586,0.615345122,0,0,0.699070632,0.953469225,0.699070632,0.139151551
0,0,0.799249868,0.5229292,0,0,0.799442379,0.937696997,0.799442379,0.096533686
0,0,0.896856545,0.444707281,0,0,0.899814126,0.95324468,0.89795539,0.069577855
0,0,1.000144905,0.448071736,0,0,1.000185874,0.921812496,0.998327138,0.044857081
0,0,1.099639924,0.387584827,0,0,1.098698885,0.982104987,1.098698885,0.046981945
0,0,1.201029532,0.355475932,0,0,1.197211896,0.98423193,1.200929368,0.091610322
